,video_id,views,subscriberCount,category_id_1,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29
113,pFQvMoJRo2U,54059,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,5Jkij23bedk,391633,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,YIjcz8xlYjg,101246,11532711.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,dzxFdtWmjto,5599238,3715696.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,0gIU760wZ7I,28507,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,LyhoUNm3xwo,120326,1409386.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,DL-KkzTShAc,12073,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,_MfVpGaUhYQ,2524,217663.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,WRTJ-1CNrt4,140080,426752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,TdWHNVpSTlI,9728,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,cnril81nZbQ,2066,49820.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,91ZunNmQpAw,31035,39914.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,UDv1NOiLacA,5867,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,9U-CRsPd4ME,18541,16413.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127,bw-5XM5iOdY,26011,5990260.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Zcz-B4O1VRs,118121,750351.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,2xBd8yabhIA,4130,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,4uTNVumfm84,2455067,15379142.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,CK-3vr2KrYk,1715,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,xmupkoVfUnQ,3077741,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,TlcWShTICF8,54903,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,wQtcp2r8U9Q,17433,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,TwoaYQFdvWY,133724,728327.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136,ky4OYOJVtAw,73757,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,aKloNmy1oNo,47210,386762.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,2d0E2WcixgI,70091,16652.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,QcBcYdZ_RZM,12914,5414.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,iORK8aJb058,120011,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,hyglh5FHuPg,16261,129443.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,58YKbW8sYOQ,18297,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,l6wi_c5WOCc,65290,11856865.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
144,2iOoovejpZ4,71599,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,AiwztlqOJz0,9946,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,fjOwPHPJ76E,9103,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,b2U3DD0gjXA,81943,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,eZhP62wZb08,870553,6604013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,bATd1FQBzD8,13886,120357.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,OsrlAVbaVCk,34655,172293.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,0kR7rIIHNNM,10296,74673.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Z6bc9_0AHQg,10519,18824.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,x2huO11LEY4,7651,1299.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154,zhzpS04qzmU,3668,174467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,QnEU-U7D-4g,9105,26777.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,sTbZaCiI-sE,14988,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,MKdC-U4ZkN0,85283,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,8BYG5ZvHjos,23317,140474.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159,_E4cdaRu5y4,1348724,5353380.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,#NAME?,45352,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,H-jp87Y3ZSY,593812,2329910.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,2uQYJSGukls,206032,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,P6g9k5gaxpM,8016,91664.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,Tnkdf5gwM7k,75223,58689.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,peM89TH3MWs,14379,152603.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,bexivMvFVq8,29290,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,oKXWzoawdFE,19128,140130.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168,grexbDmBpro,28467,52753.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169,lTV1Y8Mfgwk,55953,51474.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,tYbXvR8Qm28,6139,50047.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171,qAVeOtQx-4c,47622,282585.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,ZfOjvOcVKhc,8287,21466.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,BDUaO1QCMSg,46031,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,limXAUxMFPE,11112,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,jinurWYblbg,65430,154355.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,7RDK8mShAkk,41086,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,390U2WHZR_Q,9316,106229.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,7UrY5jKBwzc,5982,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
179,WvdeXCfNEag,12696,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,_HRhHxfQmyc,71431,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,WlDDih-9h44,109651,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,NqMZQEhkPn4,3772,84387.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,6HVBbPJrs20,12718,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,0DRGuDnJTyo,21481,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,QJmV4BQs_yg,97847,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,vGsQywoE1CA,148471,323672.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,SqCb6MdbMMQ,72596,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,EYYvwMSWrGo,92261,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,KTLNqkwWK7Q,1797679,2070670.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,GmPC374gL1c,9114,15163.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,bZ4bvrNE52M,3297,19348.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,5ChFBgwXRBQ,5436,6773.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,6fMq-4S2Bhc,160971,638893.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,HlxM9XNs4R4,70551,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195,FobsaYaC73k,7998,357813.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,3mn5eGng8uQ,9664,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,zdIOiV88lVs,147480,21718.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,y7119xDeVAM,12140,269226.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,psu1430zRsA,163743,565552.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,lD3iSD9kg94,36586,197844.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,OfbtARuVWew,50679,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,W8vgIXxJRtc,778712,4700346.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,G06gCDESJzk,658695,8113201.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
204,icL2CMKWRuA,148882,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
205,rEYbXVnAoIw,28672,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,bmQj-ORcsUU,120032,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,GDmhf5xJ4Qs,123652,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,DXkHvEVCF14,7411,2228.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,cvMURFcXFlE,131781,460693.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,pL2iEKcpkaE,171342,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,F1dFrQZV47M,18581,342950.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,TObTS2VF4x4,18533,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,ZTH24m5FGpA,1062516,5729900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,McXcnoOzQkY,79253,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,jPBiSdwn0WM,164588,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,ioGBaVRmBbY,192933,983348.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,vO1jrCodB7Y,15810,651453.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,K4nn6HcNmjw,3165,3448.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219,1zO5G5b7wY4,17489,250939.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,VucNf2yaB3U,117660,32351.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,Dgw4I9xNWys,25497,255660.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,0AZiilM9KAY,9629,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
223,kp7qer4jm40,7771,5147.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,yQ8WUlG377g,463321,4071946.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,ThqM787fU2g,229903,2629243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
226,vZ_TVJGwgKM,4360,15163.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,IWhoDwKDzfc,64985,208686.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,COnDaq3fz-c,5789,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,V08ZJhPApb4,41878,209498.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,DIG81rLWP-M,99677,1253600.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,_LrlUzFFIrQ,25534,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,ZRHwCmz_aNE,163885,810217.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233,DaAp7p3ZkIs,445775,3344249.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
234,LACtFriivb4,60185,184505.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,V0cZfoIiKaE,14159,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,XrkjkEsz77g,9960,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,ysZzMUvlyJw,5065,60000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,SG4pAQDt3qk,120191,710471.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,ICaWQtg9i24,5700,217663.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,ssagGh5AZ5M,12727,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
241,bRP-wmdG-fA,16573,20959.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,J-aR8HdTpS4,12592,197844.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,HzX5JEUlraI,129158,464451.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,J3GgqYKfs-c,17205,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,k1Ci-5lr-DA,124500,3581794.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,sbBm5OXL-wU,239285,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
247,QsOjU85Xxig,2362,230087.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,IIsAzdriw30,215986,2597927.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,_IIH0HjUCyY,95541,298396.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,axabjFfDIJI,66242,659917.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,gFxuiqQzj0A,698233,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,lohJWRrtmaY,22376,330535.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,An8PVbLdzdw,4421,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
254,YlijtiJhrAM,171595,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,bAOdo98z-ho,39517,894295.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,1idnH1Qw0yM,174274,69135.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,ANX98DKD5Ok,75953,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,xteL6fuFv70,32550,471.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,orTkp49yo94,32924,75679.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,A6E_tXdnJ_Y,40088,1627586.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,P54g08mZsGk,6007,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,2ZFrPP2bRV0,30681,116256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,mNYkYuqXXpI,299130,616.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,Xo4cqiXxgtU,13999,9723.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,83pCMDL6hUE,21750,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,f5I4zXy5BLg,12186,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,acx9kWFklds,37442,386762.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,9Q9K2iC38jI,117056,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,YjLlMZy2Ms4,46739,419498.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,AGXkystpisU,96082,280288.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
